COUNTRYNEW,Help,friends,comfort,science,EMP_2010,Age,Gender,Education,Subjective_Income,wbi,employment,help
Estonia,1,Did Not seek Friends,0,Belief,6,44,Female,Tertiary,Getting By,High Income,Out of Workforce,Sought Therapy
Estonia,1,Sought Friends,0,Belief,1,33,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Estonia,0,Sought Friends,1,Belief,6,23,Female,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Estonia,1,Sought Friends,0,Belief,1,27,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Sought Friends,1,Belief,4,42,Female,Secondary,Difficult to Get By,High Income,Unemployed,Sought Therapy
Estonia,0,Sought Friends,1,Belief,1,62,Female,Tertiary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Estonia,0,Sought Friends,0,Belief,2,66,Male,Tertiary,Very Difficult to get By,High Income,Self Employed,Did not seek therapy
Estonia,1,Sought Friends,0,Belief,1,34,Female,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Sought Friends,1,Belief,6,24,Female,Elementary or less,Getting By,High Income,Out of Workforce,Sought Therapy
Estonia,1,Sought Friends,1,Belief,1,29,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Sought Friends,1,Belief,1,39,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Estonia,0,Sought Friends,1,No Belief,1,33,Male,Secondary,Difficult to Get By,High Income,Fully Employed by employer,Did not seek therapy
Estonia,1,Sought Friends,1,No Belief,1,48,Female,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Sought Friends,0,Belief,1,33,Female,Tertiary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Sought Friends,0,Belief,6,70,Male,Tertiary,Getting By,High Income,Out of Workforce,Sought Therapy
Estonia,0,Sought Friends,0,Belief,1,39,Female,Tertiary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Estonia,1,Sought Friends,0,No Belief,1,38,Female,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Did Not seek Friends,0,Belief,6,56,Female,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Estonia,1,Sought Friends,0,Belief,1,36,Male,Secondary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Sought Friends,1,Belief,6,61,Female,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Estonia,1,Did Not seek Friends,0,Belief,6,31,Male,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Estonia,0,Sought Friends,1,Belief,1,59,Female,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Estonia,1,Sought Friends,1,No Belief,1,32,Female,Tertiary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Did Not seek Friends,0,Belief,1,35,Female,Tertiary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Sought Friends,0,Belief,1,41,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Did Not seek Friends,0,Belief,6,53,Male,Tertiary,Getting By,High Income,Out of Workforce,Sought Therapy
Estonia,0,Sought Friends,1,Belief,1,20,Female,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Estonia,0,Sought Friends,0,No Belief,6,50,Female,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Estonia,1,Sought Friends,0,Belief,1,29,Male,Tertiary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Did Not seek Friends,1,No Belief,6,32,Female,Tertiary,Living Comfortably,High Income,Out of Workforce,Sought Therapy
Estonia,1,Sought Friends,0,Belief,3,44,Female,Secondary,Getting By,High Income,"Employed Part Time, Content",Sought Therapy
Estonia,0,Sought Friends,0,Belief,3,31,Female,Tertiary,Living Comfortably,High Income,"Employed Part Time, Content",Did not seek therapy
Estonia,0,Sought Friends,0,Belief,3,75,Male,Tertiary,Getting By,High Income,"Employed Part Time, Content",Did not seek therapy
Estonia,1,Did Not seek Friends,0,Belief,6,45,Female,Tertiary,Difficult to Get By,High Income,Out of Workforce,Sought Therapy
Estonia,0,Sought Friends,0,Belief,6,46,Female,Elementary or less,Difficult to Get By,High Income,Out of Workforce,Did not seek therapy
Estonia,1,Sought Friends,1,No Belief,6,31,Female,Secondary,Very Difficult to get By,High Income,Out of Workforce,Sought Therapy
Estonia,0,Sought Friends,1,Belief,1,35,Female,Secondary,Difficult to Get By,High Income,Fully Employed by employer,Did not seek therapy
Estonia,0,Sought Friends,1,Belief,6,38,Female,Tertiary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Estonia,1,Sought Friends,0,Belief,6,31,Female,Tertiary,Getting By,High Income,Out of Workforce,Sought Therapy
Estonia,0,Sought Friends,1,Belief,6,18,Female,Elementary or less,Getting By,High Income,Out of Workforce,Did not seek therapy
Estonia,1,Sought Friends,0,Belief,2,51,Male,Tertiary,Getting By,High Income,Self Employed,Sought Therapy
Estonia,0,Sought Friends,0,Belief,1,45,Female,Secondary,Difficult to Get By,High Income,Fully Employed by employer,Did not seek therapy
Estonia,0,Did Not seek Friends,0,No Belief,6,69,Female,Secondary,Very Difficult to get By,High Income,Out of Workforce,Did not seek therapy
Estonia,1,Did Not seek Friends,1,No Belief,6,53,Female,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Estonia,0,Sought Friends,1,No Belief,6,62,Female,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Estonia,1,Sought Friends,0,Belief,1,30,Male,Secondary,Difficult to Get By,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Did Not seek Friends,0,No Belief,6,17,Male,Elementary or less,Difficult to Get By,High Income,Out of Workforce,Sought Therapy
Estonia,1,Sought Friends,0,No Belief,1,29,Male,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Did Not seek Friends,1,Belief,6,50,Female,Tertiary,Getting By,High Income,Out of Workforce,Sought Therapy
Estonia,1,Sought Friends,0,Belief,2,44,Male,Secondary,Getting By,High Income,Self Employed,Sought Therapy
Estonia,0,Sought Friends,0,Belief,1,68,Female,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Estonia,0,Did Not seek Friends,1,Belief,3,23,Male,Secondary,Living Comfortably,High Income,"Employed Part Time, Content",Did not seek therapy
Estonia,0,Did Not seek Friends,0,Belief,1,36,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Estonia,1,Sought Friends,0,No Belief,1,48,Female,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Sought Friends,0,Belief,1,60,Female,Tertiary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Sought Friends,0,Belief,1,52,Female,Tertiary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Estonia,0,Did Not seek Friends,0,Belief,6,56,Female,Secondary,Difficult to Get By,High Income,Out of Workforce,Did not seek therapy
Estonia,0,Sought Friends,0,Belief,6,19,Male,Secondary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Estonia,1,Sought Friends,1,Belief,1,21,Female,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Sought Friends,0,Belief,1,37,Female,Tertiary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Sought Friends,0,Belief,1,25,Male,Tertiary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Sought Friends,0,No Belief,1,43,Male,Tertiary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Sought Friends,0,Belief,6,71,Female,Secondary,Very Difficult to get By,High Income,Out of Workforce,Sought Therapy
Estonia,1,Sought Friends,1,Belief,6,50,Male,Elementary or less,Difficult to Get By,High Income,Out of Workforce,Sought Therapy
Estonia,1,Sought Friends,1,Belief,5,33,Male,Tertiary,Living Comfortably,High Income,"Employed Part Time,not content",Sought Therapy
Estonia,1,Sought Friends,0,Belief,1,32,Female,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Did Not seek Friends,0,No Belief,1,31,Female,Elementary or less,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Sought Friends,1,Belief,1,34,Female,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Sought Friends,0,Belief,2,25,Female,Tertiary,Getting By,High Income,Self Employed,Sought Therapy
Estonia,1,Sought Friends,0,No Belief,6,52,Female,Secondary,Very Difficult to get By,High Income,Out of Workforce,Sought Therapy
Estonia,1,Sought Friends,0,Belief,1,34,Female,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Estonia,1,Sought Friends,0,Belief,6,17,Female,Elementary or less,Getting By,High Income,Out of Workforce,Sought Therapy
Estonia,0,Sought Friends,0,Belief,1,38,Male,Secondary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Estonia,0,Did Not seek Friends,0,Belief,6,61,Female,Tertiary,Getting By,High Income,Out of Workforce,Did not seek therapy
Finland,0,Sought Friends,1,Belief,1,58,Female,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Finland,1,Sought Friends,0,Belief,1,43,Male,Secondary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,1,No Belief,6,56,Female,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,0,Sought Friends,0,Belief,1,35,Female,Elementary or less,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Finland,1,Sought Friends,1,Belief,4,38,Female,Tertiary,Getting By,High Income,Unemployed,Sought Therapy
Finland,1,Sought Friends,1,No Belief,1,23,Female,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,0,No Belief,1,40,Male,Secondary,Difficult to Get By,High Income,Fully Employed by employer,Sought Therapy
Finland,0,Sought Friends,0,Belief,4,63,Male,Secondary,Getting By,High Income,Unemployed,Did not seek therapy
Finland,1,Sought Friends,0,No Belief,6,71,Female,Elementary or less,Living Comfortably,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,0,No Belief,3,64,Male,Tertiary,Living Comfortably,High Income,"Employed Part Time, Content",Sought Therapy
Finland,0,Sought Friends,1,Belief,6,47,Female,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Finland,1,Sought Friends,1,Belief,6,74,Female,Secondary,Difficult to Get By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,0,No Belief,6,51,Male,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,0,Belief,6,71,Male,Secondary,Living Comfortably,High Income,Out of Workforce,Sought Therapy
Finland,1,Did Not seek Friends,1,Belief,4,32,Female,Secondary,Difficult to Get By,High Income,Unemployed,Sought Therapy
Finland,1,Sought Friends,1,Belief,1,52,Female,Tertiary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Finland,0,Sought Friends,0,Belief,6,71,Female,Tertiary,Getting By,High Income,Out of Workforce,Did not seek therapy
Finland,1,Sought Friends,0,Belief,6,68,Male,Secondary,Difficult to Get By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,1,Belief,6,52,Female,Secondary,Difficult to Get By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,0,Belief,6,73,Male,Elementary or less,Living Comfortably,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,1,Belief,1,54,Male,Tertiary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Finland,0,Sought Friends,1,Belief,1,52,Female,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Finland,1,Did Not seek Friends,1,Belief,6,58,Female,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,1,Belief,4,30,Male,Secondary,Difficult to Get By,High Income,Unemployed,Sought Therapy
Finland,1,Sought Friends,0,Belief,6,32,Male,Secondary,Difficult to Get By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,1,Belief,1,54,Male,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Finland,0,Sought Friends,0,Belief,1,56,Female,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Finland,1,Sought Friends,1,Belief,6,25,Male,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,0,Sought Friends,0,No Belief,6,73,Female,Elementary or less,Getting By,High Income,Out of Workforce,Did not seek therapy
Finland,1,Did Not seek Friends,1,Belief,1,31,Female,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Did Not seek Friends,0,No Belief,6,76,Female,Elementary or less,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,1,Belief,5,23,Female,Secondary,Getting By,High Income,"Employed Part Time,not content",Sought Therapy
Finland,1,Sought Friends,0,Belief,6,58,Female,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,0,No Belief,5,60,Male,Tertiary,Living Comfortably,High Income,"Employed Part Time,not content",Sought Therapy
Finland,1,Sought Friends,0,No Belief,3,67,Female,Secondary,Getting By,High Income,"Employed Part Time, Content",Sought Therapy
Finland,1,Did Not seek Friends,0,Belief,6,18,Male,Elementary or less,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,0,Belief,3,73,Female,Tertiary,Living Comfortably,High Income,"Employed Part Time, Content",Sought Therapy
Finland,1,Sought Friends,0,Belief,1,25,Male,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,0,Belief,1,20,Male,Secondary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,1,Belief,6,54,Male,Elementary or less,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,1,Belief,5,25,Female,Secondary,Getting By,High Income,"Employed Part Time,not content",Sought Therapy
Finland,1,Sought Friends,0,Belief,1,61,Female,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,1,Belief,1,45,Female,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,1,Belief,6,65,Female,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,0,No Belief,6,66,Female,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,1,Belief,6,32,Female,Secondary,Difficult to Get By,High Income,Out of Workforce,Sought Therapy
Finland,1,Did Not seek Friends,0,Belief,6,68,Female,Tertiary,Living Comfortably,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,1,Belief,1,51,Female,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Did Not seek Friends,0,Belief,2,44,Male,Secondary,Very Difficult to get By,High Income,Self Employed,Sought Therapy
Finland,1,Sought Friends,0,Belief,3,70,Female,Tertiary,Getting By,High Income,"Employed Part Time, Content",Sought Therapy
Finland,1,Sought Friends,0,Belief,6,23,Male,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,1,Belief,1,30,Male,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Finland,0,Did Not seek Friends,0,Belief,2,51,Male,Secondary,Living Comfortably,High Income,Self Employed,Did not seek therapy
Finland,0,Sought Friends,0,Belief,1,23,Female,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Finland,1,Sought Friends,1,Belief,1,58,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,0,No Belief,1,51,Female,Secondary,Difficult to Get By,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,0,Belief,1,32,Male,Secondary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Did Not seek Friends,0,No Belief,5,50,Male,Secondary,Getting By,High Income,"Employed Part Time,not content",Sought Therapy
Finland,0,Did Not seek Friends,0,Belief,6,66,Male,Elementary or less,Very Difficult to get By,High Income,Out of Workforce,Did not seek therapy
Finland,1,Sought Friends,1,Belief,6,22,Female,Secondary,Living Comfortably,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,0,Belief,6,55,Male,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,0,Belief,6,61,Male,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Did Not seek Friends,0,Belief,6,59,Female,No Answer,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,0,Belief,6,62,Female,Elementary or less,Very Difficult to get By,High Income,Out of Workforce,Sought Therapy
Finland,0,Did Not seek Friends,1,No Belief,3,32,Female,Secondary,Living Comfortably,High Income,"Employed Part Time, Content",Did not seek therapy
Finland,1,Sought Friends,1,Belief,1,33,Male,Secondary,Difficult to Get By,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,0,Belief,5,34,Male,Tertiary,Difficult to Get By,High Income,"Employed Part Time,not content",Sought Therapy
Finland,1,Sought Friends,0,Belief,1,27,Male,Elementary or less,Getting By,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,1,No Belief,6,74,Male,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,0,Sought Friends,0,Belief,6,64,Female,Tertiary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Finland,1,Sought Friends,1,Belief,4,25,Female,Secondary,Difficult to Get By,High Income,Unemployed,Sought Therapy
Finland,1,Sought Friends,1,Belief,6,42,Male,Secondary,Difficult to Get By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,0,Belief,6,73,Female,Tertiary,Living Comfortably,High Income,Out of Workforce,Sought Therapy
Finland,0,Sought Friends,1,Belief,6,24,Female,Secondary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Finland,0,Sought Friends,1,Belief,1,31,Female,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Finland,0,Sought Friends,0,No Belief,6,69,Male,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Finland,1,Sought Friends,0,Belief,2,54,Male,Elementary or less,Getting By,High Income,Self Employed,Sought Therapy
Finland,1,Sought Friends,0,No Belief,2,53,Female,Secondary,Living Comfortably,High Income,Self Employed,Sought Therapy
Finland,1,Sought Friends,0,No Belief,1,41,Female,Secondary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Finland,0,Sought Friends,1,Belief,6,74,Female,Elementary or less,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Finland,1,Sought Friends,1,Belief,2,53,Female,Secondary,Getting By,High Income,Self Employed,Sought Therapy
Finland,1,Did Not seek Friends,1,Belief,6,88,Female,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,0,Sought Friends,0,Belief,1,56,Female,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Finland,1,Sought Friends,0,Belief,6,45,Female,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,0,Sought Friends,0,Belief,6,71,Female,Secondary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Finland,0,Did Not seek Friends,0,No Belief,6,64,Male,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Finland,1,Sought Friends,1,No Belief,6,71,Female,Secondary,Living Comfortably,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,1,Belief,6,62,Female,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,0,Belief,6,70,Female,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Did Not seek Friends,0,Belief,6,55,Female,Secondary,Living Comfortably,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,1,Belief,1,53,Female,Secondary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,0,Belief,1,30,Female,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Did Not seek Friends,0,Belief,6,67,Female,Secondary,Very Difficult to get By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,0,Belief,1,56,Female,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,0,Belief,6,73,Female,Secondary,Living Comfortably,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,0,Belief,1,28,Female,Tertiary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Finland,0,Sought Friends,0,Belief,6,78,Male,Secondary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Finland,1,Sought Friends,0,Belief,1,29,Female,Secondary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,0,Belief,6,58,Female,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,1,Belief,3,25,Female,Secondary,Getting By,High Income,"Employed Part Time, Content",Sought Therapy
Finland,1,Sought Friends,0,Belief,3,45,Male,Secondary,Getting By,High Income,"Employed Part Time, Content",Sought Therapy
Finland,1,Sought Friends,0,Belief,6,42,Male,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,1,Belief,5,24,Female,Secondary,Difficult to Get By,High Income,"Employed Part Time,not content",Sought Therapy
Finland,1,Sought Friends,0,Belief,1,48,Male,Secondary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,1,Belief,1,37,Male,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Did Not seek Friends,1,Belief,3,24,Male,Secondary,Getting By,High Income,"Employed Part Time, Content",Sought Therapy
Finland,1,Sought Friends,1,Belief,1,53,Female,Tertiary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,1,Belief,6,53,Female,Secondary,Difficult to Get By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,1,No Belief,3,65,Female,Secondary,Getting By,High Income,"Employed Part Time, Content",Sought Therapy
Finland,0,Did Not seek Friends,1,Belief,6,32,Male,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Finland,0,Sought Friends,1,Belief,4,52,Female,Secondary,Difficult to Get By,High Income,Unemployed,Did not seek therapy
Finland,1,Sought Friends,1,Belief,2,37,Male,Tertiary,Living Comfortably,High Income,Self Employed,Sought Therapy
Finland,1,Sought Friends,0,Belief,6,71,Female,Elementary or less,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,1,Belief,1,25,Male,Secondary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,0,Belief,1,48,Female,Secondary,Difficult to Get By,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,0,Belief,6,63,Male,Secondary,Living Comfortably,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,0,Belief,2,59,Female,Secondary,Getting By,High Income,Self Employed,Sought Therapy
Finland,0,Sought Friends,1,No Belief,6,71,Female,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Finland,1,Sought Friends,1,Belief,1,30,Male,Secondary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,0,Belief,3,23,Male,Secondary,Getting By,High Income,"Employed Part Time, Content",Sought Therapy
Finland,1,Sought Friends,1,Belief,1,60,Male,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,1,Belief,6,73,Female,Elementary or less,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,0,Belief,3,64,Male,Secondary,Getting By,High Income,"Employed Part Time, Content",Sought Therapy
Finland,1,Sought Friends,1,Belief,5,54,Female,Tertiary,Getting By,High Income,"Employed Part Time,not content",Sought Therapy
Finland,1,Sought Friends,1,No Belief,6,74,Female,Elementary or less,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Did Not seek Friends,0,No Belief,6,60,Male,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,1,Belief,4,55,Female,Tertiary,Getting By,High Income,Unemployed,Sought Therapy
Finland,1,Sought Friends,0,Belief,1,54,Female,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,1,Belief,3,66,Male,Secondary,Living Comfortably,High Income,"Employed Part Time, Content",Sought Therapy
Finland,1,Sought Friends,0,Belief,6,86,Female,Secondary,Difficult to Get By,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,0,Belief,1,51,Female,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Sought Friends,0,Belief,1,63,Male,Elementary or less,Getting By,High Income,Fully Employed by employer,Sought Therapy
Finland,1,Did Not seek Friends,1,Belief,6,64,Female,Tertiary,Living Comfortably,High Income,Out of Workforce,Sought Therapy
Finland,0,Sought Friends,0,Belief,6,80,Female,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Finland,1,Sought Friends,1,Belief,6,58,Male,Secondary,Living Comfortably,High Income,Out of Workforce,Sought Therapy
Finland,1,Sought Friends,0,Belief,5,57,Male,Secondary,Getting By,High Income,"Employed Part Time,not content",Sought Therapy
Finland,0,Did Not seek Friends,0,Belief,1,59,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Did Not seek Friends,1,Belief,1,38,Female,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,1,22,Female,No Answer,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Did Not seek Friends,0,Belief,3,24,Female,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,1,24,Male,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,1,Belief,1,36,Female,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,6,24,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,1,22,Female,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Did Not seek Friends,1,No Belief,1,20,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,5,34,Male,Elementary or less,Difficult to Get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Gabon,0,Did Not seek Friends,0,No Belief,2,28,Female,Elementary or less,Getting By,Upper-middle Income,Self Employed,Did not seek therapy
Gabon,1,Sought Friends,1,No Belief,3,32,Female,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time, Content",Sought Therapy
Gabon,0,Sought Friends,1,Belief,5,33,Male,Secondary,Getting By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Gabon,1,Did Not seek Friends,0,Belief,1,100,Male,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Gabon,0,Sought Friends,0,No Belief,2,31,Female,Tertiary,Getting By,Upper-middle Income,Self Employed,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,1,22,Female,Secondary,No Answer,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Did Not seek Friends,1,Belief,2,23,Male,Secondary,Very Difficult to get By,Upper-middle Income,Self Employed,Did not seek therapy
Gabon,0,Sought Friends,0,Belief,3,19,Female,Secondary,Getting By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
